DATA_PREGAO,SP500,BOVESPA,OURO,PETROLEO,FERRO,DOLAR,SELIC,SP500_MM_30,BOVESPA_MM_30,OURO_MM_30,PETROLEO_MM_30,FERRO_MM_30,DOLAR_MM_30,SELIC_MM_30,SP500_FECHAMENTO_ANTERIOR,BOVESPA_FECHAMENTO_ANTERIOR,OURO_FECHAMENTO_ANTERIOR,PETROLEO_FECHAMENTO_ANTERIOR,FERRO_FECHAMENTO_ANTERIOR,DOLAR_FECHAMENTO_ANTERIOR,SELIC_FECHAMENTO_ANTERIOR,SP500_RESULT_30,BOVESPA_RESULT_30,OURO_RESULT_30,PETROLEO_RESULT_30,FERRO_RESULT_30,DOLAR_RESULT_30,SELIC_RESULT_30,SP500_RESULT_DIFF,BOVESPA_RESULT_DIFF,OURO_RESULT_DIFF,DOLAR_RESULT_DIFF,SELIC_RESULT_DIFF,RESULTADO
2012-01-26,1318.43,62953.0,1726.3,110.79,139.6,1.7382,10.5,1267.0693333333334,58664.7,1627.0299967447916,109.37433293660482,136.89666748046875,1.8231566747029622,10.916666666666666,1314.65,62486.0,1664.2,110.03,139.2,1.7643,10.5,1395.95,68394.0,1693.7,126.22,143.5,1.8096,9.75,5.879720576746594,8.642955855956025,-1.8884361,4.107702,-7.1428595,1
2012-01-27,1316.33,62904.0,1731.8,111.46,139.8,1.7429,10.5,1269.872,58847.96666666667,1627.5799967447917,109.46366628011067,137.00333455403646,1.82131667137146,10.9,1318.43,62953.0,1726.3,110.79,139.6,1.7382,10.5,1394.28,68257.0,1642.5,124.97,143.1,1.814,9.75,5.921767337977557,8.509792699987283,-5.1564875,4.0794134,-7.1428595,1
2012-01-30,1313.01,62770.0,1731.0,110.75,140.0,1.7502,10.5,1271.9099999999999,59003.566666666666,1628.213330078125,109.55833282470704,137.11333465576172,1.8190033396085104,10.883333333333333,1316.33,62904.0,1731.8,111.46,139.8,1.7429,10.5,1402.6,67749.0,1659.1,123.55,143.6,1.8,9.75,6.823253440567845,7.932133184642343,-4.153669,2.8453827,-7.1428595,1
2012-01-31,1312.41,63072.0,1737.8,110.98,140.4,1.7385,10.5,1274.4613333333332,59184.333333333336,1630.4399983723958,109.67466608683269,137.22666778564454,1.8166400074958802,10.866666666666667,1313.01,62770.0,1731.0,110.75,140.0,1.7502,10.5,1404.17,67684.0,1655.5,125.81,143.6,1.8012,9.75,6.991717527297103,7.31227803145611,-4.735875,3.6065578,-7.1428595,1
2012-02-01,1324.09,64567.0,1747.1,111.56,144.7,1.737,10.5,1277.3506666666667,59370.23333333333,1633.0366658528646,109.7239995320638,137.3500010172526,1.8132466753323873,10.85,1312.41,63072.0,1737.8,110.98,140.4,1.7385,10.5,1409.75,67730.0,1666.9,125.71,143.7,1.8084,9.75,6.4693487602806465,4.8987873062090515,-4.5904636,4.110539,-7.1428595,5
2012-02-02,1325.54,64593.0,1756.8,112.07,144.6,1.732,10.5,1281.093,59634.23333333333,1638.463330078125,109.94199956258139,137.61666768391927,1.8087433417638143,10.833333333333334,1324.09,64567.0,1747.1,111.56,144.7,1.737,10.5,1405.52,67296.0,1646.7,124.12,143.7,1.8253,9.75,6.033767370279275,4.184663972876312,-6.2670827,5.3868294,-7.1428595,5
2012-02-03,1344.9,65217.0,1737.9,114.58,143.4,1.7216,10.5,1284.7526666666668,59909.63333333333,1644.5366658528646,110.17466634114584,137.88333435058593,1.8044700066248576,10.816666666666666,1325.54,64593.0,1756.8,112.07,144.6,1.732,10.5,1402.89,66860.0,1650.0,124.2,143.7,1.8261,9.75,4.311844746821336,2.519281782357363,-5.05783,6.0699344,-7.1428595,2
2012-02-06,1344.33,65224.0,1722.8,115.93,144.6,1.7243,10.5,1288.9273333333333,60213.63333333333,1649.2800008138022,110.54899978637695,138.11333414713542,1.8003300070762633,10.8,1344.9,65217.0,1737.9,114.58,143.4,1.7216,10.5,1392.78,65828.0,1642.3,123.14,143.8,1.8244,9.75,3.604025797237287,0.9260394946645434,-4.6726284,5.805254,-7.1428595,2
2012-02-07,1347.05,65917.0,1746.4,116.23,143.6,1.7255,10.5,1293.56,60544.5,1653.5600016276042,110.9586664835612,138.39000091552734,1.7957800070444743,10.783333333333333,1344.33,65224.0,1722.8,115.93,144.6,1.7243,10.5,1397.11,65813.0,1662.3,125.13,143.9,1.8188,9.75,3.716268883857321,-0.15777417054780862,-4.8156204,5.4071307,-7.1428595,2
2012-02-08,1349.96,65831.0,1729.3,117.2,142.8,1.7189,10.5,1297.085,60846.23333333333,1657.9200032552083,111.27533315022787,138.64000091552734,1.7916266719500225,10.766666666666667,1347.05,65917.0,1746.4,116.23,143.6,1.7255,10.5,1416.51,66685.0,1685.5,125.65,144.1,1.8137,9.75,4.929775697057681,1.2972611687502855,-2.532822,5.515158,-7.1428595,2
2012-02-09,1351.95,65530.0,1739.0,118.59,142.8,1.7219,10.5,1300.6263333333334,61152.166666666664,1661.8333374023437,111.59166641235352,138.86333414713542,1.787090003490448,10.75,1349.96,65831.0,1729.3,117.2,142.8,1.7189,10.5,1412.52,66037.0,1684.8,125.54,144.3,1.8129,9.75,4.480195273493837,0.773691439035562,-3.1167328,5.2848577,-7.1428595,2
2012-02-10,1342.64,63998.0,1723.3,117.31,142.8,1.7254,10.5,1303.8913333333335,61424.9,1666.1700032552083,111.94833297729492,139.0866673787435,1.7825833360354106,10.733333333333333,1351.95,65530.0,1739.0,118.59,142.8,1.7219,10.5,1405.54,65079.0,1657.9,124.16,144.5,1.8217,9.75,4.6848000953345625,1.6891152848526492,-3.7950456,5.5813193,-7.1428595,2
2012-02-13,1351.77,65692.0,1723.0,117.93,142.2,1.7162,10.5,1306.4683333333335,61634.8,1670.12333984375,112.25999959309895,139.31000061035155,1.7782500028610229,10.716666666666667,1342.64,63998.0,1723.3,117.31,142.8,1.7254,10.5,1403.28,64872.0,1652.2,122.39,144.6,1.8327,9.75,3.8105594886704175,-1.2482494063204008,-4.1091146,6.788254,-7.1428595,2
2012-02-14,1350.5,65039.0,1715.9,118.16,141.0,1.7167,10.5,1309.3463333333334,61891.03333333333,1674.4166748046875,112.54866638183594,139.51333363850912,1.7735300024350484,10.7,1351.77,65692.0,1723.0,117.93,142.2,1.7162,10.5,1419.04,65216.0,1677.5,125.43,145.9,1.8308,9.75,5.075157349129955,0.27214440566429854,-2.2378922,6.646478,-7.1428595,2
2012-02-15,1343.23,65368.0,1726.3,118.93,140.7,1.7151,10.5,1312.7083333333333,62174.53333333333,1679.5166748046875,112.9019999186198,139.67333374023437,1.768666668732961,10.683333333333334,1350.5,65039.0,1715.9,118.16,141.0,1.7167,10.5,1413.38,64284.0,1670.0,124.86,147.1,1.825,9.75,5.222486096945422,-1.6583037571900605,-3.2613158,6.4077854,-7.1428595,2
2012-02-16,1358.04,66142.0,1726.8,120.11,140.1,1.732,10.5,1315.382,62461.666666666664,1685.7300089518228,113.26599985758463,139.82000020345052,1.7633333365122477,10.666666666666666,1343.23,65368.0,1726.3,118.93,140.7,1.7151,10.5,1398.96,63529.0,1612.3,122.34,147.3,1.831,9.75,3.0131660334010935,-3.950591152369143,-6.63076,5.7159305,-7.1428595,2
2012-02-17,1361.23,66204.0,1724.5,119.58,139.9,1.713,10.5,1318.0813333333333,62690.9,1689.966678873698,113.53199996948243,139.96666717529297,1.7595666686693827,10.65,1358.04,66142.0,1726.8,120.11,140.1,1.732,10.5,1398.08,63691.0,1628.5,123.43,147.1,1.8295,9.75,2.7071104809620605,-3.795843151471212,-5.5668297,6.8009257,-7.1428595,2
2012-02-23,1363.46,65820.0,1784.9,123.62,140.0,1.7033,10.5,1320.8790000000001,62918.86666666667,1693.7200113932292,113.72800013224284,140.1000005086263,1.7557833353678385,10.633333333333333,1361.23,66204.0,1724.5,119.58,139.9,1.713,10.5,1382.2,62923.0,1642.5,122.67,147.1,1.8254,9.75,1.3744444281460488,-4.401397751443326,-7.9780397,7.168436,-7.1428595,2
2012-02-24,1365.74,65943.0,1775.1,125.47,139.9,1.7091,10.5,1323.6256666666666,63161.333333333336,1699.236678059896,114.09066696166992,140.2300003051758,1.7513433337211608,10.616666666666667,1363.46,65820.0,1784.9,123.62,140.0,1.7033,10.5,1358.59,61738.0,1659.5,119.88,149.4,1.8311,9.75,-0.5235257076749655,-6.376719287869825,-6.512308,7.138264,-7.1428595,2
2012-02-27,1367.59,65241.0,1773.6,124.17,140.0,1.7082,10.5,1326.5566666666666,63406.1,1704.5366780598958,114.5043337504069,140.35,1.746840000152588,10.6,1365.74,65943.0,1775.1,125.47,139.9,1.7091,10.5,1368.71,61293.0,1659.0,120.18,149.1,1.8297,9.75,0.0818958898500366,-6.051409389800888,-6.4614353,7.1127534,-7.1428595,2
2012-02-28,1372.18,65959.0,1787.0,121.55,140.1,1.7017,10.5,1329.4530000000002,63611.36666666667,1710.0733439127605,114.89500045776367,140.46666666666667,1.742329998811086,10.583333333333334,1367.59,65241.0,1773.6,124.17,140.0,1.7082,10.5,1387.57,63058.0,1679.5,121.71,148.9,1.8264,9.75,1.121572971476037,-4.398186752376477,-6.0156703,7.327974,-7.1428595,2
2012-02-29,1365.68,65812.0,1709.9,122.66,140.4,1.7086,10.5,1332.123,63816.46666666667,1715.2733439127603,115.1706672668457,140.57666676839193,1.7389333327611287,10.566666666666666,1372.18,65959.0,1787.0,121.55,140.1,1.7017,10.5,1370.26,62106.0,1659.1,121.83,148.6,1.8358,9.75,0.33536406771716987,-5.631191879900321,-2.970934,7.4446917,-7.1428595,2
2012-03-01,1374.09,66810.0,1721.1,126.2,139.3,1.7146,10.5,1334.5629999999999,64011.46666666667,1717.6300130208333,115.51800079345703,140.6933334350586,1.7357499996821086,10.55,1365.68,65812.0,1709.9,122.66,140.4,1.7086,10.5,1369.57,61955.0,1648.7,118.68,148.1,1.8367,9.75,-0.32894497449220683,-7.2668762161353095,-4.2066154,7.1211934,-7.1428595,2
2012-03-02,1369.63,67782.0,1708.8,123.65,139.5,1.7239,10.5,1337.1826666666666,64241.1,1720.0900105794271,116.01600062052408,140.7566670735677,1.733346664905548,10.533333333333333,1374.09,66810.0,1721.1,126.2,139.3,1.7146,10.5,1390.78,62699.0,1650.3,118.78,148.4,1.8447,9.75,1.5442126705752512,-7.499041043344845,-3.4234524,7.0073724,-7.1428595,2
2012-03-05,1364.33,66964.0,1703.0,123.8,137.9,1.7308,10.5,1339.8673333333334,64528.933333333334,1722.7033447265626,116.45633392333984,140.8133336385091,1.7313233296076456,10.516666666666667,1369.63,67782.0,1708.8,123.65,139.5,1.7239,10.5,1385.14,63010.0,1638.8,117.97,148.2,1.8688,9.75,1.5252908020786826,-5.904665193238157,-3.769815,7.973194,-7.1428595,2
2012-03-06,1343.36,65114.0,1671.4,121.98,138.2,1.755,10.5,1342.222666666667,64739.53333333333,1724.2966796875,116.8653340657552,140.80333353678387,1.7298366626103718,10.5,1364.33,66964.0,1703.0,123.8,137.9,1.7308,10.5,1376.92,62618.0,1640.6,118.0,148.0,1.8861,9.0,2.4982134349690543,-3.8332770218386214,-1.842767,7.470083,-14.285713,2
2012-03-07,1352.63,66017.0,1683.3,124.12,138.8,1.7685,10.5,1343.4,64852.566666666666,1724.6933471679688,117.24266738891602,140.79666697184246,1.7290533304214477,10.5,1343.36,65114.0,1671.4,121.98,138.2,1.755,10.5,1378.53,62494.0,1642.1,118.76,148.3,1.878,9.0,1.9147882273792494,-5.336504233757966,-2.4475753,6.1916947,-14.285713,2
2012-03-08,1365.91,66908.0,1698.1,125.44,139.8,1.7691,9.75,1344.671,64988.9,1725.6666829427083,117.66166737874349,140.80333353678387,1.7291966636975606,10.5,1352.63,66017.0,1683.3,124.12,138.8,1.7685,10.5,1366.94,61539.0,1631.9,118.71,148.2,1.8858,9.0,0.07540760372206634,-8.024451485622052,-3.8984716,6.596577,-7.6923075,2
2012-03-09,1370.87,66704.0,1710.9,125.98,140.0,1.7761,9.75,1346.3553333333332,65142.1,1726.813350423177,118.18100077311198,140.8366668701172,1.7292866627375285,10.475,1365.91,66908.0,1698.1,125.44,139.8,1.7691,9.75,1371.97,61971.0,1643.0,118.16,148.2,1.8774,9.0,0.08024101483001811,-7.095526505157112,-3.968674,5.703509,-7.6923075,2
2012-03-12,1371.09,66385.0,1699.2,125.34,142.5,1.8151,9.75,1348.1843333333334,65286.03333333333,1727.910017903646,118.69433415730795,140.87000020345053,1.730086664358775,10.45,1370.87,66704.0,1710.9,125.98,140.0,1.7761,9.75,1390.69,61750.0,1641.4,119.12,148.1,1.8801,9.0,1.4295195793128102,-6.981998945544932,-3.4015954,3.581071,-7.6923075,0
2012-03-13,1395.95,68394.0,1693.7,126.22,143.5,1.8096,9.75,1350.0656666666664,65416.0,1729.0766845703124,119.20466740926106,140.9800003051758,1.7317799965540568,10.425,1371.09,66385.0,1699.2,125.34,142.5,1.8151,9.75,1399.98,62198.0,1659.6,119.92,147.9,1.8864,9.0,0.28869228840573413,-9.059274205339651,-2.0133436,4.2440295,-7.6923075,0
2012-03-14,1394.28,68257.0,1642.5,124.97,143.1,1.814,9.75,1352.6496666666667,65597.36666666667,1727.9900146484374,119.71900075276693,141.11000010172526,1.7341599980990092,10.4,1395.95,68394.0,1693.7,126.22,143.5,1.8096,9.75,1403.36,61691.0,1664.0,119.83,147.8,1.8846,9.0,0.6512321771810381,-9.619526202440776,1.3089776,3.8919568,-7.6923075,0
2012-03-15,1402.6,67749.0,1659.1,123.55,143.6,1.8,9.75,1355.248,65775.8,1725.0133463541667,120.16933415730794,141.22000020345052,1.7365299979845683,10.375,1394.28,68257.0,1642.5,124.97,143.1,1.814,9.75,1397.91,61820.0,1663.4,119.47,147.6,1.8912,9.0,-0.3343790104092248,-8.75142068517617,0.25918484,5.066669,-7.6923075,2
2012-03-16,1404.17,67684.0,1655.5,125.81,143.6,1.8012,9.75,1358.2343333333333,65941.76666666666,1722.616678873698,120.59600092569987,141.34000040690105,1.7381899952888489,10.35,1402.6,67749.0,1659.1,123.55,143.6,1.8,9.75,1402.31,62424.0,1653.4,118.2,142.5,1.9143,9.0,-0.13246259356062273,-7.771408309201588,-0.1268506,6.2791467,-7.6923075,2
2012-03-19,1409.75,67730.0,1666.9,125.71,143.7,1.8084,9.75,1361.293,66095.5,1719.8733439127604,121.09033406575521,141.44666748046876,1.740279996395111,10.325,1404.17,67684.0,1655.5,125.81,143.6,1.8012,9.75,1391.57,62104.0,1634.2,116.08,142.5,1.9271,9.0,-1.2895903528994501,-8.306511147202123,-1.9617319,6.5638065,-7.6923075,2
2012-03-20,1405.52,67296.0,1646.7,124.12,143.7,1.8253,9.75,1364.1483333333333,66200.93333333333,1717.2000122070312,121.5620007832845,141.41333414713543,1.7426599979400634,10.3,1409.75,67730.0,1666.9,125.71,143.7,1.8084,9.75,1369.1,60821.0,1644.7,113.18,142.7,1.9204,9.0,-2.5912117934999146,-9.62167142177841,-0.121456385,5.2101016,-7.6923075,2
2012-03-21,1402.89,66860.0,1650.0,124.2,143.7,1.8261,9.75,1366.8143333333333,66291.03333333334,1713.530008951823,121.96366755167644,141.38333384195963,1.745769997437795,10.275,1405.52,67296.0,1646.7,124.12,143.7,1.8253,9.75,1369.58,61220.0,1638.6,113.16,142.7,1.9262,9.0,-2.374384306681221,-8.435536942865685,-0.6909132,5.4816246,-7.6923075,2
2012-03-22,1392.78,65828.0,1642.3,123.14,143.8,1.8244,9.75,1368.7473333333332,66345.8,1710.600008138021,122.28433405558268,141.3933339436849,1.7492533286412557,10.25,1402.89,66860.0,1650.0,124.2,143.7,1.8261,9.75,1363.72,60365.0,1604.0,112.73,141.4,1.936,9.0,-2.08647453294849,-8.298900164063927,-2.3320973,6.1170816,-7.6923075,2
2012-03-23,1397.11,65813.0,1662.3,125.13,143.9,1.8188,9.75,1370.3623333333335,66365.93333333333,1707.9166748046875,122.52466735839843,141.36666717529297,1.752589992682139,10.225,1392.78,65828.0,1642.3,123.14,143.8,1.8244,9.75,1354.58,59786.0,1593.7,113.2,141.4,1.9571,9.0,-3.0441411198831814,-9.157765183170497,-4.1268167,7.6039195,-7.6923075,2
2012-03-26,1416.51,66685.0,1685.5,125.65,144.1,1.8137,9.75,1372.031,66362.46666666666,1705.1133422851562,122.82133382161459,141.3766667683919,1.7556999921798706,10.2,1397.11,65813.0,1662.3,125.13,143.9,1.8188,9.75,1357.99,59702.0,1595.1,112.73,140.8,1.9576,9.0,-4.131280400420756,-10.471620304416284,-5.363393,7.9340577,-7.6923075,2
2012-03-27,1412.52,66037.0,1684.8,125.54,144.3,1.8129,9.75,1374.2493333333334,66390.93333333333,1703.653340657552,123.10300064086914,141.4200002034505,1.7588599920272827,10.175,1416.51,66685.0,1685.5,125.65,144.1,1.8137,9.75,1353.39,59445.0,1583.6,112.26,140.2,1.9507,9.0,-4.186135417551606,-9.982282659721065,-6.006652,7.6010823,-7.6923075,2
2012-03-28,1405.54,65079.0,1657.9,124.16,144.5,1.8217,9.75,1376.2683333333332,66407.83333333333,1701.8466756184896,123.3346674601237,141.47000020345052,1.7618933240572612,10.15,1412.52,66037.0,1684.8,125.54,144.3,1.8129,9.75,1338.35,57540.0,1560.6,111.57,139.1,1.986,9.0,-4.780369110804394,-11.584382058728625,-5.868876,9.019041,-7.6923075,2
2012-03-29,1403.28,64872.0,1652.2,122.39,144.6,1.8327,9.75,1378.365,66443.86666666667,1699.6666748046875,123.56300099690755,141.52666676839192,1.765103324254354,10.125,1405.54,65079.0,1657.9,124.16,144.5,1.8217,9.75,1330.66,56238.0,1556.8,112.24,138.9,1.9941,9.0,-5.175018528020059,-13.309285978542363,-5.7741165,8.806682,-7.6923075,2
2012-04-02,1419.04,65216.0,1677.5,125.43,145.9,1.8308,9.75,1380.0819999999999,66416.53333333334,1697.3066731770834,123.71166763305663,141.6066670735677,1.7689866582552591,10.1,1403.28,64872.0,1652.2,122.39,144.6,1.8327,9.75,1324.8,55888.0,1536.2,111.71,138.6,1.9968,9.0,-6.641109482467023,-14.303238469087344,-8.423251,9.06707,-7.6923075,2
2012-04-03,1413.38,64284.0,1670.0,124.86,147.1,1.825,9.75,1382.3666666666666,66422.43333333333,1696.0266723632812,123.9540008544922,141.7700002034505,1.77278999487559,10.075,1419.04,65216.0,1677.5,125.43,145.9,1.8308,9.75,1304.86,54038.0,1574.5,107.49,138.4,1.9967,9.0,-7.678048366327539,-15.93864725281563,-5.718565,9.408224,-7.6923075,2
2012-04-04,1398.96,63529.0,1612.3,122.34,147.3,1.831,9.75,1384.7049999999997,66386.3,1694.1500040690105,124.15166753133138,141.98333384195965,1.7764533281326294,10.05,1413.38,64284.0,1670.0,124.86,147.1,1.825,9.75,1295.22,54513.0,1591.6,107.14,137.9,2.0088,9.0,-7.415508663578663,-14.191943836673016,-1.283884,9.710539,-7.6923075,2
2012-04-05,1398.08,63691.0,1628.5,123.43,147.1,1.8295,9.75,1386.069,66299.2,1690.3333374023437,124.22600072224935,142.22333374023438,1.77975332736969,10.025,1398.96,63529.0,1612.3,122.34,147.3,1.831,9.75,1315.99,56590.0,1588.4,108.81,138.0,2.0368,9.0,-5.871623941405346,-11.149141950982088,-2.462387,11.330962,-7.6923075,2
2012-04-09,1382.2,62923.0,1642.5,122.67,147.1,1.8254,9.75,1387.2973333333332,66215.43333333333,1687.1333374023438,124.35433400472006,142.4633341471354,1.7836366573969522,10.0,1398.08,63691.0,1628.5,123.43,147.1,1.8295,9.75,1316.63,55039.0,1576.3,108.41,137.8,2.0487,9.0,-4.743886557661692,-12.529599669437253,-4.0304365,12.232935,-7.6923075,2
2012-04-10,1358.59,61738.0,1659.5,119.88,149.4,1.8311,9.75,1387.922,66118.86666666667,1682.386669921875,124.32266718546549,142.70000101725262,1.7877066572507223,9.975,1382.2,62923.0,1642.5,122.67,147.1,1.8254,9.75,1318.86,54619.0,1548.1,105.56,137.4,2.0809,9.0,-2.924355397875744,-11.530985778612845,-6.712866,13.642073,-7.6923075,2
2012-04-11,1368.71,61293.0,1659.0,120.18,149.1,1.8297,9.75,1387.6836666666666,65978.7,1678.5333374023437,124.13633371988932,143.01666768391928,1.7917733232180277,9.95,1358.59,61738.0,1659.5,119.88,149.4,1.8311,9.75,1320.68,54063.0,1557.3,106.55,137.2,2.0378,9.0,-3.5091436462070136,-11.795800499241349,-6.1301947,11.373448,-7.6923075,2
2012-04-12,1387.57,63058.0,1679.5,121.71,148.9,1.8264,9.75,1387.721,65847.1,1674.7133382161458,124.003333791097,143.32000122070312,1.795823323726654,9.925,1368.71,61293.0,1659.0,120.18,149.1,1.8297,9.75,1317.82,54463.0,1568.8,106.83,137.0,2.0026,9.0,-5.026773424043474,-13.630308604776554,-6.591243,9.647393,-7.6923075,2
2012-04-13,1370.26,62106.0,1659.1,121.83,148.6,1.8358,9.75,1388.234,65750.4,1671.1300048828125,124.0086669921875,143.61333414713542,1.7999799927075704,9.9,1387.57,63058.0,1679.5,121.71,148.9,1.8264,9.75,1332.42,54633.0,1548.6,106.68,136.4,1.9938,9.0,-2.761519711587579,-12.032653849869579,-6.660235,8.606601,-7.6923075,2
2012-04-16,1369.57,61955.0,1648.7,118.68,148.1,1.8367,9.75,1388.3866666666665,65626.86666666667,1669.436669921875,123.98100026448567,143.88666788736978,1.8042199929555258,9.875,1370.26,62106.0,1659.1,121.83,148.6,1.8358,9.75,1313.32,53798.0,1563.4,103.47,136.4,2.0072,9.0,-4.1071285147893155,-13.16600758615124,-5.1737666,9.282959,-7.6923075,2
2012-04-17,1390.78,62699.0,1650.3,118.78,148.4,1.8447,9.75,1388.236,65465.03333333333,1667.0233357747395,123.7303337097168,144.18000132242838,1.8082899928092957,9.85,1369.57,61955.0,1648.7,118.68,148.1,1.8367,9.75,1310.33,54490.0,1562.6,101.87,136.3,2.0217,8.5,-5.784523792404261,-13.092712802437045,-5.314189,9.595049,-12.820512,2
2012-04-18,1385.14,63010.0,1638.8,117.97,148.2,1.8688,9.75,1388.9409999999998,65295.6,1665.0733357747397,123.56800028483073,144.47666778564454,1.8123166600863139,9.825,1390.78,62699.0,1650.3,118.78,148.4,1.8447,9.75,1278.04,53403.0,1620.5,98.43,132.0,2.0344,8.5,-7.732070404435665,-15.246786224408826,-1.1166751,8.861303,-12.820512,2
2012-04-19,1376.92,62618.0,1640.6,118.0,148.0,1.8861,9.0,1389.6346666666664,65163.8,1662.9333374023438,123.37366689046225,144.82000122070312,1.8169166604677836,9.8,1385.14,63010.0,1638.8,117.97,148.2,1.8688,9.75,1278.18,53417.0,1612.2,98.85,132.0,2.0404,8.5,-7.171077477268106,-14.693857996103354,-1.7310739,8.180904,-5.555558,2
2012-04-20,1378.53,62494.0,1642.1,118.76,148.3,1.878,9.0,1390.7533333333336,65080.6,1661.906669108073,123.24100011189779,145.14666798909505,1.821286662419637,9.75,1376.92,62618.0,1640.6,118.0,148.0,1.8861,9.0,1285.5,52481.0,1615.2,98.84,132.0,2.0259,8.5,-6.748492959892061,-16.022338144461866,-1.6381502,7.875395,-5.555558,2
2012-04-23,1366.94,61539.0,1631.9,118.71,148.2,1.8858,9.0,1391.6166666666666,64963.166666666664,1660.5333333333333,123.06233342488606,145.4633346557617,1.8249366641044618,9.7,1378.53,62494.0,1642.1,118.76,148.3,1.878,9.0,1315.13,54156.0,1632.8,100.64,129.8,2.0176,8.5,-3.7902175662428483,-11.997270023887296,0.055146217,6.9890738,-5.555558,2
2012-04-24,1371.97,61971.0,1643.0,118.16,148.2,1.8774,9.0,1391.651,64784.2,1658.3266682942708,122.83799997965495,145.7433344523112,1.828826665878296,9.675,1366.94,61539.0,1631.9,118.71,148.2,1.8858,9.0,1325.66,54430.0,1590.1,99.47,131.2,2.0347,8.5,-3.3754382384454384,-12.168594987978242,-3.2197237,8.378601,-5.555558,2
2012-04-25,1390.69,61750.0,1641.4,119.12,148.1,1.8801,9.0,1391.6876666666665,64626.433333333334,1656.0633341471355,122.5773333231608,146.01666768391928,1.8322033325831095,9.65,1371.97,61971.0,1643.0,118.16,148.2,1.8774,9.0,1308.93,54001.0,1595.5,98.0,131.9,2.0342,8.5,-5.879095988322347,-12.548987854251015,-2.7963936,8.196365,-5.555558,2
2012-04-26,1399.98,62198.0,1659.6,119.92,147.9,1.8864,9.0,1392.3410000000001,64471.933333333334,1654.136669921875,122.37000020345052,146.20333455403645,1.834370001157125,9.625,1390.69,61750.0,1641.4,119.12,148.1,1.8801,9.0,1324.18,55049.0,1612.7,97.14,132.2,2.0558,8.5,-5.414363062329464,-11.493938711855689,-2.8259814,8.980072,-5.555558,2
2012-04-27,1403.36,61691.0,1664.0,119.83,147.8,1.8846,9.0,1392.4753333333333,64265.4,1653.0000040690104,122.16000010172526,146.3500010172526,1.8369300007820129,9.6,1399.98,62198.0,1659.6,119.92,147.9,1.8864,9.0,1314.88,55651.0,1618.1,97.13,133.3,2.0597,8.5,-6.30486831604149,-9.79073122497609,-2.7584136,9.291088,-5.555558,2
2012-04-30,1397.91,61820.0,1663.4,119.47,147.6,1.8912,9.0,1392.7779999999998,64046.53333333333,1653.716670735677,121.98866678873698,146.506667582194,1.8392833352088929,9.575,1403.36,61691.0,1664.0,119.83,147.8,1.8846,9.0,1329.1,55352.0,1618.4,97.03,133.6,2.0685,8.5,-4.922348362913221,-10.462633451957293,-2.7052999,9.375,-5.555558,2
2012-05-02,1402.31,62424.0,1653.4,118.2,142.5,1.9143,9.0,1392.6216666666667,63848.9,1653.8600056966145,121.85266672770182,146.64000091552734,1.8423233350118002,9.55,1397.91,61820.0,1663.4,119.47,147.6,1.8912,9.0,1342.84,56105.0,1627.0,97.61,133.7,2.0437,8.5,-4.240859724312029,-10.122709214404713,-1.5967131,6.7596555,-5.555558,2
2012-05-03,1391.57,62104.0,1634.2,116.08,142.5,1.9271,9.0,1392.5596666666668,63673.566666666666,1653.7900065104166,121.5990000406901,146.60333404541015,1.8460933327674867,9.525,1402.31,62424.0,1653.4,118.2,142.5,1.9143,9.0,1344.78,56195.0,1625.7,96.05,134.3,2.0628,8.5,-3.362389243803754,-9.514685044441585,-0.520134,7.041669,-5.555558,2
2012-05-04,1369.1,60821.0,1644.7,113.18,142.7,1.9204,9.0,1391.9536666666668,63486.03333333333,1652.7000040690104,121.27800013224284,146.5633341471354,1.8500499963760375,9.5,1391.57,62104.0,1634.2,116.08,142.5,1.9271,9.0,1357.98,57195.0,1622.2,95.76,134.4,2.0433,8.5,-0.8122124023080768,-5.9617566301113145,-1.3680279,6.399703,-5.555558,2
2012-05-07,1369.58,61220.0,1638.6,113.16,142.7,1.9262,9.0,1390.7396666666668,63270.2,1652.6333374023438,120.91333338419597,146.53000081380208,1.853219997882843,9.475,1369.1,60821.0,1644.7,113.18,142.7,1.9204,9.0,1355.69,57167.0,1614.8,92.69,134.5,2.0287,8.5,-1.0141795294907885,-6.620385494936299,-1.4524579,5.3213596,-5.555558,2
2012-05-08,1363.72,60365.0,1604.0,112.73,141.4,1.936,9.0,1389.6293333333333,63082.2,1652.2533365885417,120.54533360799154,146.49666748046874,1.8565566658973693,9.45,1369.58,61220.0,1638.6,113.16,142.7,1.9262,9.0,1325.51,55505.0,1564.5,89.23,134.5,2.0357,8.5,-2.8018948171178892,-8.0510229437588,-2.4625957,5.1497936,-5.555558,2
2012-05-09,1354.58,59786.0,1593.7,113.2,141.4,1.9571,9.0,1388.6606666666667,62900.1,1650.976668294271,120.19833374023438,146.41666717529296,1.8602766672770181,9.425,1363.72,60365.0,1604.0,112.73,141.4,1.936,9.0,1335.02,55440.0,1566.0,90.98,134.5,2.0549,8.5,-1.4439900190464927,-7.269260361957652,-1.7380893,4.997182,-5.555558,0
